0,0,0,0
5,0,0,0
6,.3,0,0
8,.3,0,0
9,.3,0,-1
18,.3,0,-1
19,.3,0,0
21,.3,0,0
22,.3,0,1
31,.3,0,1
32,.3,0,0
34,.3,0,0
35,0,0,0
